Geslacht,Bedrijfstakken/branches (SBI 2008),Perioden,Onderwerp,Type werkenden,Waarde
Mannen,H Vervoer en opslag,2017,Werkzame personen,Zelfstandigen,29.0
Mannen,H Vervoer en opslag,2017,Banen,Werknemers,280.0
Mannen,H Vervoer en opslag,2017,Banen,Zelfstandigen,40.0
Mannen,H Vervoer en opslag,2017,Arbeidsjaren,Werknemers,
Mannen,H Vervoer en opslag,2017,Arbeidsjaren,Zelfstandigen,29.0
Mannen,H Vervoer en opslag,2017,Gewerkte uren,Werknemers,466.0
Mannen,H Vervoer en opslag,2017,Gewerkte uren,Zelfstandigen,69.0
Mannen,H Vervoer en opslag,2018,Werkzame personen,Werknemers,277.0
Mannen,H Vervoer en opslag,2018,Werkzame personen,Zelfstandigen,30.0
Mannen,H Vervoer en opslag,2018,Banen,Werknemers,289.0
Mannen,H Vervoer en opslag,2018,Banen,Zelfstandigen,43.0
Mannen,H Vervoer en opslag,2018,Arbeidsjaren,Werknemers,250.0
Mannen,,2018,Arbeidsjaren,Zelfstandigen,29.0
Mannen,H Vervoer en opslag,2018,Gewerkte uren,Werknemers,477.0
Mannen,H Vervoer en opslag,2018,Gewerkte uren,Zelfstandigen,70.0
Mannen,I Horeca,2013,Werkzame personen,Werknemers,149.0
Mannen,I Horeca,2013,Werkzame personen,Zelfstandigen,37.0
Mannen,I Horeca,2013,Banen,Werknemers,166.0
Mannen,I Horeca,2013,Banen,Zelfstandigen,53.0
Mannen,I Horeca,2013,Arbeidsjaren,Werknemers,95.0
Mannen,I Horeca,2013,Arbeidsjaren,Zelfstandigen,37.0
Mannen,I Horeca,2013,Gewerkte uren,Werknemers,163.0
Mannen,I Horeca,2013,Gewerkte uren,Zelfstandigen,100.0
Mannen,I Horeca,2014,Werkzame personen,Werknemers,154.0
Mannen,I Horeca,2014,Werkzame personen,Zelfstandigen,38.0
Mannen,I Horeca,2014,Banen,Werknemers,170.0
Mannen,,2014,Banen,Zelfstandigen,55.0
Mannen,I Horeca,2014,Arbeidsjaren,Werknemers,
Mannen,I Horeca,2014,Arbeidsjaren,Zelfstandigen,39.0
Mannen,I Horeca,2014,Gewerkte uren,Werknemers,168.0
Mannen,I Horeca,2014,Gewerkte uren,Zelfstandigen,106.0
Mannen,I Horeca,2015,Werkzame personen,Werknemers,161.0
Mannen,I Horeca,2015,Werkzame personen,Zelfstandigen,38.0
Mannen,I Horeca,2015,Banen,Werknemers,179.0
Mannen,I Horeca,2015,Banen,Zelfstandigen,56.0
Mannen,I Horeca,2015,Arbeidsjaren,Werknemers,102.0
Mannen,I Horeca,2015,Arbeidsjaren,Zelfstandigen,39.0
Mannen,I Horeca,2015,Gewerkte uren,Werknemers,176.0
Mannen,I Horeca,2015,Gewerkte uren,Zelfstandigen,105.0
Mannen,I Horeca,2016,Werkzame personen,Werknemers,170.0
Mannen,I Horeca,2016,Werkzame personen,Zelfstandigen,38.0
Mannen,I Horeca,2016,Banen,Werknemers,188.0
Mannen,I Horeca,2016,Banen,Zelfstandigen,57.0
Mannen,I Horeca,2016,Arbeidsjaren,Werknemers,108.0
Mannen,I Horeca,2016,Arbeidsjaren,Zelfstandigen,40.0
Mannen,I Horeca,2016,Gewerkte uren,Werknemers,187.0
Mannen,I Horeca,2016,Gewerkte uren,Zelfstandigen,106.0
Mannen,I Horeca,2017,Werkzame personen,Werknemers,179.0
Mannen,I Horeca,2017,Werkzame personen,Zelfstandigen,38.0
Mannen,I Horeca,2017,Banen,Werknemers,197.0
Mannen,,2017,Banen,Zelfstandigen,57.0
Mannen,I Horeca,2017,Arbeidsjaren,Werknemers,114.0
Mannen,I Horeca,2017,Arbeidsjaren,Zelfstandigen,40.0
Mannen,I Horeca,2017,Gewerkte uren,Werknemers,198.0
Mannen,I Horeca,2017,Gewerkte uren,Zelfstandigen,102.0
Mannen,I Horeca,2018,Werkzame personen,Werknemers,187.0
Mannen,I Horeca,2018,Werkzame personen,Zelfstandigen,39.0
Mannen,I Horeca,2018,Banen,Werknemers,206.0
Mannen,I Horeca,2018,Banen,Zelfstandigen,59.0
Mannen,,2018,Arbeidsjaren,Werknemers,120.0
Mannen,I Horeca,2018,Arbeidsjaren,Zelfstandigen,41.0
Mannen,I Horeca,2018,Gewerkte uren,Werknemers,208.0
Mannen,I Horeca,2018,Gewerkte uren,Zelfstandigen,107.0
Mannen,J Informatie en communicatie,2013,Werkzame personen,Werknemers,163.0
Mannen,J Informatie en communicatie,2013,Werkzame personen,Zelfstandigen,31.0
Mannen,J Informatie en communicatie,2013,Banen,Werknemers,168.0
Mannen,J Informatie en communicatie,2013,Banen,Zelfstandigen,47.0
Mannen,J Informatie en communicatie,2013,Arbeidsjaren,Werknemers,156.0
Mannen,J Informatie en communicatie,2013,Arbeidsjaren,Zelfstandigen,33.0
Mannen,J Informatie en communicatie,2013,Gewerkte uren,Werknemers,279.0
Mannen,J Informatie en communicatie,2013,Gewerkte uren,Zelfstandigen,70.0
Mannen,J Informatie en communicatie,2014,Werkzame personen,Werknemers,166.0
Mannen,J Informatie en communicatie,2014,Werkzame personen,Zelfstandigen,32.0
Mannen,J Informatie en communicatie,2014,Banen,Werknemers,170.0
Mannen,J Informatie en communicatie,2014,Banen,Zelfstandigen,49.0
Mannen,J Informatie en communicatie,2014,Arbeidsjaren,Werknemers,159.0
Mannen,J Informatie en communicatie,2014,Arbeidsjaren,Zelfstandigen,34.0
Mannen,J Informatie en communicatie,2014,Gewerkte uren,Werknemers,287.0
Mannen,J Informatie en communicatie,2014,Gewerkte uren,Zelfstandigen,73.0
Mannen,J Informatie en communicatie,2015,Werkzame personen,Werknemers,170.0
Mannen,J Informatie en communicatie,2015,Werkzame personen,Zelfstandigen,33.0
Mannen,J Informatie en communicatie,2015,Banen,Werknemers,175.0
Mannen,J Informatie en communicatie,2015,Banen,Zelfstandigen,
Mannen,,2015,Arbeidsjaren,Werknemers,163.0
Mannen,J Informatie en communicatie,2015,Arbeidsjaren,Zelfstandigen,35.0
Mannen,J Informatie en communicatie,2015,Gewerkte uren,Werknemers,294.0
Mannen,J Informatie en communicatie,2015,Gewerkte uren,Zelfstandigen,75.0
Mannen,J Informatie en communicatie,2016,Werkzame personen,Werknemers,175.0
Mannen,J Informatie en communicatie,2016,Werkzame personen,Zelfstandigen,34.0
Mannen,,2016,Banen,Werknemers,180.0
Mannen,J Informatie en communicatie,2016,Banen,Zelfstandigen,53.0
Mannen,J Informatie en communicatie,2016,Arbeidsjaren,Werknemers,168.0
Mannen,J Informatie en communicatie,2016,Arbeidsjaren,Zelfstandigen,37.0
Mannen,J Informatie en communicatie,2016,Gewerkte uren,Werknemers,302.0
Mannen,J Informatie en communicatie,2016,Gewerkte uren,Zelfstandigen,79.0
Mannen,J Informatie en communicatie,2017,Werkzame personen,Werknemers,
Mannen,J Informatie en communicatie,2017,Werkzame personen,Zelfstandigen,35.0
Mannen,J Informatie en communicatie,2017,Banen,Werknemers,190.0
Mannen,J Informatie en communicatie,2017,Banen,Zelfstandigen,55.0
Mannen,J Informatie en communicatie,2017,Arbeidsjaren,Werknemers,177.0
Mannen,J Informatie en communicatie,2017,Arbeidsjaren,Zelfstandigen,38.0
Mannen,J Informatie en communicatie,2017,Gewerkte uren,Werknemers,315.0
Mannen,J Informatie en communicatie,2017,Gewerkte uren,Zelfstandigen,78.0
Mannen,J Informatie en communicatie,2018,Werkzame personen,Werknemers,193.0
Mannen,J Informatie en communicatie,2018,Werkzame personen,Zelfstandigen,36.0
Mannen,J Informatie en communicatie,2018,Banen,Werknemers,198.0
Mannen,J Informatie en communicatie,2018,Banen,Zelfstandigen,56.0
Mannen,J Informatie en communicatie,2018,Arbeidsjaren,Werknemers,
Mannen,J Informatie en communicatie,2018,Arbeidsjaren,Zelfstandigen,38.0
Mannen,J Informatie en communicatie,2018,Gewerkte uren,Werknemers,327.0
Mannen,J Informatie en communicatie,2018,Gewerkte uren,Zelfstandigen,78.0
Mannen,K Financiële dienstverlening,2013,Werkzame personen,Werknemers,130.0
Mannen,K Financiële dienstverlening,2013,Werkzame personen,Zelfstandigen,4.0
Mannen,K Financiële dienstverlening,2013,Banen,Werknemers,132.0
Mannen,K Financiële dienstverlening,2013,Banen,Zelfstandigen,6.0
Mannen,K Financiële dienstverlening,2013,Arbeidsjaren,Werknemers,126.0
Mannen,K Financiële dienstverlening,2013,Arbeidsjaren,Zelfstandigen,4.0
Mannen,K Financiële dienstverlening,2013,Gewerkte uren,Werknemers,217.0
Mannen,K Financiële dienstverlening,2013,Gewerkte uren,Zelfstandigen,10.0
Mannen,K Financiële dienstverlening,2014,Werkzame personen,Werknemers,126.0
Mannen,K Financiële dienstverlening,2014,Werkzame personen,Zelfstandigen,
Mannen,K Financiële dienstverlening,2014,Banen,Werknemers,128.0
Mannen,K Financiële dienstverlening,2014,Banen,Zelfstandigen,6.0
Mannen,K Financiële dienstverlening,2014,Arbeidsjaren,Werknemers,121.0
Mannen,K Financiële dienstverlening,2014,Arbeidsjaren,Zelfstandigen,4.0
Mannen,K Financiële dienstverlening,2014,Gewerkte uren,Werknemers,211.0
Mannen,K Financiële dienstverlening,2014,Gewerkte uren,Zelfstandigen,10.0
Mannen,K Financiële dienstverlening,2015,Werkzame personen,Werknemers,121.0
Mannen,K Financiële dienstverlening,2015,Werkzame personen,Zelfstandigen,4.0
Mannen,K Financiële dienstverlening,2015,Banen,Werknemers,124.0
Mannen,K Financiële dienstverlening,2015,Banen,Zelfstandigen,6.0
Mannen,K Financiële dienstverlening,2015,Arbeidsjaren,Werknemers,118.0
Mannen,K Financiële dienstverlening,2015,Arbeidsjaren,Zelfstandigen,4.0
Mannen,K Financiële dienstverlening,2015,Gewerkte uren,Werknemers,204.0
Mannen,K Financiële dienstverlening,2015,Gewerkte uren,Zelfstandigen,10.0
Mannen,K Financiële dienstverlening,2016,Werkzame personen,Werknemers,
Mannen,K Financiële dienstverlening,2016,Werkzame personen,Zelfstandigen,4.0
Mannen,K Financiële dienstverlening,2016,Banen,Werknemers,121.0
Mannen,K Financiële dienstverlening,2016,Banen,Zelfstandigen,6.0
Mannen,K Financiële dienstverlening,2016,Arbeidsjaren,Werknemers,115.0
Mannen,K Financiële dienstverlening,2016,Arbeidsjaren,Zelfstandigen,4.0
Mannen,K Financiële dienstverlening,2016,Gewerkte uren,Werknemers,199.0
Mannen,K Financiële dienstverlening,2016,Gewerkte uren,Zelfstandigen,10.0
Mannen,K Financiële dienstverlening,2017,Werkzame personen,Werknemers,114.0
Mannen,K Financiële dienstverlening,2017,Werkzame personen,Zelfstandigen,4.0
Mannen,K Financiële dienstverlening,2017,Banen,Werknemers,117.0
Mannen,K Financiële dienstverlening,2017,Banen,Zelfstandigen,6.0
Mannen,K Financiële dienstverlening,2017,Arbeidsjaren,Werknemers,111.0
Mannen,K Financiële dienstverlening,2017,Arbeidsjaren,Zelfstandigen,4.0
Mannen,K Financiële dienstverlening,2017,Gewerkte uren,Werknemers,193.0
Mannen,K Financiële dienstverlening,2017,Gewerkte uren,Zelfstandigen,10.0
Mannen,K Financiële dienstverlening,2018,Werkzame personen,Werknemers,112.0
Mannen,K Financiële dienstverlening,2018,Werkzame personen,Zelfstandigen,5.0
Mannen,K Financiële dienstverlening,2018,Banen,Werknemers,115.0
Mannen,K Financiële dienstverlening,2018,Banen,Zelfstandigen,6.0
Mannen,K Financiële dienstverlening,2018,Arbeidsjaren,Werknemers,109.0
Mannen,K Financiële dienstverlening,2018,Arbeidsjaren,Zelfstandigen,4.0
Mannen,K Financiële dienstverlening,2018,Gewerkte uren,Werknemers,190.0
Mannen,K Financiële dienstverlening,2018,Gewerkte uren,Zelfstandigen,10.0
Mannen,L Verhuur en handel van onroerend goed,2013,Werkzame personen,Werknemers,34.0
Mannen,L Verhuur en handel van onroerend goed,2013,Werkzame personen,Zelfstandigen,7.0
Mannen,L Verhuur en handel van onroerend goed,2013,Banen,Werknemers,35.0
Mannen,L Verhuur en handel van onroerend goed,2013,Banen,Zelfstandigen,13.0
Mannen,L Verhuur en handel van onroerend goed,2013,Arbeidsjaren,Werknemers,32.0
Mannen,L Verhuur en handel van onroerend goed,2013,Arbeidsjaren,Zelfstandigen,7.0
Mannen,L Verhuur en handel van onroerend goed,2013,Gewerkte uren,Werknemers,
Mannen,L Verhuur en handel van onroerend goed,2013,Gewerkte uren,Zelfstandigen,15.0
Mannen,L Verhuur en handel van onroerend goed,2014,Werkzame personen,Werknemers,33.0
Mannen,L Verhuur en handel van onroerend goed,2014,Werkzame personen,Zelfstandigen,7.0
Mannen,L Verhuur en handel van onroerend goed,2014,Banen,Werknemers,35.0
Mannen,L Verhuur en handel van onroerend goed,2014,Banen,Zelfstandigen,13.0
Mannen,L Verhuur en handel van onroerend goed,2014,Arbeidsjaren,Werknemers,31.0
Mannen,L Verhuur en handel van onroerend goed,2014,Arbeidsjaren,Zelfstandigen,6.0
Mannen,L Verhuur en handel van onroerend goed,2014,Gewerkte uren,Werknemers,53.0
Mannen,L Verhuur en handel van onroerend goed,2014,Gewerkte uren,Zelfstandigen,15.0
Mannen,L Verhuur en handel van onroerend goed,2015,Werkzame personen,Werknemers,
Mannen,L Verhuur en handel van onroerend goed,2015,Werkzame personen,Zelfstandigen,7.0
Mannen,L Verhuur en handel van onroerend goed,2015,Banen,Werknemers,34.0
Mannen,L Verhuur en handel van onroerend goed,2015,Banen,Zelfstandigen,13.0
Mannen,L Verhuur en handel van onroerend goed,2015,Arbeidsjaren,Werknemers,30.0
Mannen,L Verhuur en handel van onroerend goed,2015,Arbeidsjaren,Zelfstandigen,7.0
Mannen,L Verhuur en handel van onroerend goed,2015,Gewerkte uren,Werknemers,51.0
Mannen,L Verhuur en handel van onroerend goed,2015,Gewerkte uren,Zelfstandigen,15.0
Mannen,L Verhuur en handel van onroerend goed,2016,Werkzame personen,Werknemers,32.0
Mannen,L Verhuur en handel van onroerend goed,2016,Werkzame personen,Zelfstandigen,7.0
Mannen,L Verhuur en handel van onroerend goed,2016,Banen,Werknemers,34.0
Mannen,L Verhuur en handel van onroerend goed,2016,Banen,Zelfstandigen,13.0
Mannen,L Verhuur en handel van onroerend goed,2016,Arbeidsjaren,Werknemers,30.0
Mannen,L Verhuur en handel van onroerend goed,2016,Arbeidsjaren,Zelfstandigen,7.0
Mannen,L Verhuur en handel van onroerend goed,2016,Gewerkte uren,Werknemers,51.0
Mannen,L Verhuur en handel van onroerend goed,2016,Gewerkte uren,Zelfstandigen,
Mannen,L Verhuur en handel van onroerend goed,2017,Werkzame personen,Werknemers,32.0
Mannen,L Verhuur en handel van onroerend goed,2017,Werkzame personen,Zelfstandigen,7.0
Mannen,L Verhuur en handel van onroerend goed,2017,Banen,Werknemers,34.0
Mannen,L Verhuur en handel van onroerend goed,2017,Banen,Zelfstandigen,13.0
Mannen,L Verhuur en handel van onroerend goed,2017,Arbeidsjaren,Werknemers,30.0
Mannen,L Verhuur en handel van onroerend goed,2017,Arbeidsjaren,Zelfstandigen,7.0
Mannen,L Verhuur en handel van onroerend goed,2017,Gewerkte uren,Werknemers,51.0
Mannen,L Verhuur en handel van onroerend goed,2017,Gewerkte uren,Zelfstandigen,15.0
Mannen,L Verhuur en handel van onroerend goed,2018,Werkzame personen,Werknemers,33.0
Mannen,L Verhuur en handel van onroerend goed,2018,Werkzame personen,Zelfstandigen,7.0
Mannen,L Verhuur en handel van onroerend goed,2018,Banen,Werknemers,34.0
Mannen,L Verhuur en handel van onroerend goed,2018,Banen,Zelfstandigen,12.0
Mannen,L Verhuur en handel van onroerend goed,2018,Arbeidsjaren,Werknemers,31.0
Mannen,L Verhuur en handel van onroerend goed,2018,Arbeidsjaren,Zelfstandigen,6.0
Mannen,L Verhuur en handel van onroerend goed,2018,Gewerkte uren,Werknemers,51.0
Mannen,L Verhuur en handel van onroerend goed,2018,Gewerkte uren,Zelfstandigen,15.0
Mannen,M Specialistische zakelijke diensten,2013,Werkzame personen,Werknemers,295.0
Mannen,M Specialistische zakelijke diensten,2013,Werkzame personen,Zelfstandigen,124.0
Mannen,M Specialistische zakelijke diensten,2013,Banen,Werknemers,315.0
Mannen,M Specialistische zakelijke diensten,2013,Banen,Zelfstandigen,167.0
Mannen,M Specialistische zakelijke diensten,2013,Arbeidsjaren,Werknemers,287.0
Mannen,M Specialistische zakelijke diensten,2013,Arbeidsjaren,Zelfstandigen,93.0
Mannen,M Specialistische zakelijke diensten,2013,Gewerkte uren,Werknemers,516.0
Mannen,M Specialistische zakelijke diensten,2013,Gewerkte uren,Zelfstandigen,203.0
Mannen,M Specialistische zakelijke diensten,2014,Werkzame personen,Werknemers,298.0
Mannen,M Specialistische zakelijke diensten,2014,Werkzame personen,Zelfstandigen,129.0
Mannen,M Specialistische zakelijke diensten,2014,Banen,Werknemers,318.0
Mannen,M Specialistische zakelijke diensten,2014,Banen,Zelfstandigen,172.0
Mannen,M Specialistische zakelijke diensten,2014,Arbeidsjaren,Werknemers,288.0
Mannen,M Specialistische zakelijke diensten,2014,Arbeidsjaren,Zelfstandigen,96.0
Mannen,M Specialistische zakelijke diensten,2014,Gewerkte uren,Werknemers,523.0
Mannen,M Specialistische zakelijke diensten,2014,Gewerkte uren,Zelfstandigen,211.0
Mannen,M Specialistische zakelijke diensten,2015,Werkzame personen,Werknemers,
Mannen,M Specialistische zakelijke diensten,2015,Werkzame personen,Zelfstandigen,131.0
Mannen,M Specialistische zakelijke diensten,2015,Banen,Werknemers,321.0
Mannen,M Specialistische zakelijke diensten,2015,Banen,Zelfstandigen,178.0
Mannen,M Specialistische zakelijke diensten,2015,Arbeidsjaren,Werknemers,291.0
Mannen,M Specialistische zakelijke diensten,2015,Arbeidsjaren,Zelfstandigen,
Mannen,M Specialistische zakelijke diensten,2015,Gewerkte uren,Werknemers,526.0
Mannen,M Specialistische zakelijke diensten,2015,Gewerkte uren,Zelfstandigen,226.0
Mannen,M Specialistische zakelijke diensten,2016,Werkzame personen,Werknemers,318.0
Mannen,M Specialistische zakelijke diensten,2016,Werkzame personen,Zelfstandigen,132.0
Mannen,M Specialistische zakelijke diensten,2016,Banen,Werknemers,331.0
Mannen,M Specialistische zakelijke diensten,2016,Banen,Zelfstandigen,181.0
Mannen,M Specialistische zakelijke diensten,2016,Arbeidsjaren,Werknemers,299.0
Mannen,M Specialistische zakelijke diensten,2016,Arbeidsjaren,Zelfstandigen,103.0
Mannen,M Specialistische zakelijke diensten,2016,Gewerkte uren,Werknemers,
Mannen,M Specialistische zakelijke diensten,2016,Gewerkte uren,Zelfstandigen,229.0
Mannen,M Specialistische zakelijke diensten,2017,Werkzame personen,Werknemers,322.0
Mannen,M Specialistische zakelijke diensten,2017,Werkzame personen,Zelfstandigen,133.0
Mannen,M Specialistische zakelijke diensten,2017,Banen,Werknemers,335.0
Mannen,M Specialistische zakelijke diensten,2017,Banen,Zelfstandigen,183.0
Mannen,M Specialistische zakelijke diensten,2017,Arbeidsjaren,Werknemers,303.0
Mannen,M Specialistische zakelijke diensten,2017,Arbeidsjaren,Zelfstandigen,108.0
Mannen,M Specialistische zakelijke diensten,2017,Gewerkte uren,Werknemers,545.0
Mannen,M Specialistische zakelijke diensten,2017,Gewerkte uren,Zelfstandigen,235.0
Mannen,M Specialistische zakelijke diensten,2018,Werkzame personen,Werknemers,333.0
Mannen,M Specialistische zakelijke diensten,2018,Werkzame personen,Zelfstandigen,136.0
Mannen,M Specialistische zakelijke diensten,2018,Banen,Werknemers,346.0
Mannen,M Specialistische zakelijke diensten,2018,Banen,Zelfstandigen,187.0
Mannen,M Specialistische zakelijke diensten,2018,Arbeidsjaren,Werknemers,312.0
Mannen,,2018,Arbeidsjaren,Zelfstandigen,
Mannen,M Specialistische zakelijke diensten,2018,Gewerkte uren,Werknemers,559.0
Mannen,M Specialistische zakelijke diensten,2018,Gewerkte uren,Zelfstandigen,239.0
Mannen,N Verhuur en overige zakelijke diensten,2013,Werkzame personen,Werknemers,445.0
Mannen,N Verhuur en overige zakelijke diensten,2013,Werkzame personen,Zelfstandigen,28.0
Mannen,N Verhuur en overige zakelijke diensten,2013,Banen,Werknemers,490.0
Mannen,N Verhuur en overige zakelijke diensten,2013,Banen,Zelfstandigen,41.0
Mannen,N Verhuur en overige zakelijke diensten,2013,Arbeidsjaren,Werknemers,353.0
Mannen,N Verhuur en overige zakelijke diensten,2013,Arbeidsjaren,Zelfstandigen,30.0
Mannen,,2013,Gewerkte uren,Werknemers,634.0
Mannen,N Verhuur en overige zakelijke diensten,2013,Gewerkte uren,Zelfstandigen,64.0
Mannen,N Verhuur en overige zakelijke diensten,2014,Werkzame personen,Werknemers,459.0
Mannen,N Verhuur en overige zakelijke diensten,2014,Werkzame personen,Zelfstandigen,29.0
Mannen,N Verhuur en overige zakelijke diensten,2014,Banen,Werknemers,502.0
Mannen,N Verhuur en overige zakelijke diensten,2014,Banen,Zelfstandigen,42.0
Mannen,,2014,Arbeidsjaren,Werknemers,368.0
Mannen,N Verhuur en overige zakelijke diensten,2014,Arbeidsjaren,Zelfstandigen,31.0
Mannen,N Verhuur en overige zakelijke diensten,2014,Gewerkte uren,Werknemers,664.0
Mannen,N Verhuur en overige zakelijke diensten,2014,Gewerkte uren,Zelfstandigen,68.0
Mannen,N Verhuur en overige zakelijke diensten,2015,Werkzame personen,Werknemers,494.0
Mannen,N Verhuur en overige zakelijke diensten,2015,Werkzame personen,Zelfstandigen,28.0
Mannen,N Verhuur en overige zakelijke diensten,2015,Banen,Werknemers,541.0
Mannen,N Verhuur en overige zakelijke diensten,2015,Banen,Zelfstandigen,44.0
Mannen,N Verhuur en overige zakelijke diensten,2015,Arbeidsjaren,Werknemers,398.0
Mannen,N Verhuur en overige zakelijke diensten,2015,Arbeidsjaren,Zelfstandigen,31.0
Mannen,N Verhuur en overige zakelijke diensten,2015,Gewerkte uren,Werknemers,715.0
Mannen,N Verhuur en overige zakelijke diensten,2015,Gewerkte uren,Zelfstandigen,70.0
Mannen,N Verhuur en overige zakelijke diensten,2016,Werkzame personen,Werknemers,524.0
Mannen,N Verhuur en overige zakelijke diensten,2016,Werkzame personen,Zelfstandigen,29.0
Mannen,N Verhuur en overige zakelijke diensten,2016,Banen,Werknemers,571.0
Mannen,N Verhuur en overige zakelijke diensten,2016,Banen,Zelfstandigen,45.0
Mannen,N Verhuur en overige zakelijke diensten,2016,Arbeidsjaren,Werknemers,425.0
Mannen,N Verhuur en overige zakelijke diensten,2016,Arbeidsjaren,Zelfstandigen,34.0
Mannen,N Verhuur en overige zakelijke diensten,2016,Gewerkte uren,Werknemers,765.0
Mannen,N Verhuur en overige zakelijke diensten,2016,Gewerkte uren,Zelfstandigen,72.0
Mannen,N Verhuur en overige zakelijke diensten,2017,Werkzame personen,Werknemers,565.0
Mannen,N Verhuur en overige zakelijke diensten,2017,Werkzame personen,Zelfstandigen,30.0
Mannen,N Verhuur en overige zakelijke diensten,2017,Banen,Werknemers,616.0
Mannen,N Verhuur en overige zakelijke diensten,2017,Banen,Zelfstandigen,
Mannen,,2017,Arbeidsjaren,Werknemers,460.0
Mannen,N Verhuur en overige zakelijke diensten,2017,Arbeidsjaren,Zelfstandigen,35.0
Mannen,N Verhuur en overige zakelijke diensten,2017,Gewerkte uren,Werknemers,833.0
Mannen,N Verhuur en overige zakelijke diensten,2017,Gewerkte uren,Zelfstandigen,75.0
Mannen,,2018,Werkzame personen,Werknemers,592.0
Mannen,N Verhuur en overige zakelijke diensten,2018,Werkzame personen,Zelfstandigen,32.0
Mannen,N Verhuur en overige zakelijke diensten,2018,Banen,Werknemers,644.0
Mannen,N Verhuur en overige zakelijke diensten,2018,Banen,Zelfstandigen,50.0
Mannen,N Verhuur en overige zakelijke diensten,2018,Arbeidsjaren,Werknemers,485.0
Mannen,N Verhuur en overige zakelijke diensten,2018,Arbeidsjaren,Zelfstandigen,37.0
Mannen,N Verhuur en overige zakelijke diensten,2018,Gewerkte uren,Werknemers,869.0
Mannen,N Verhuur en overige zakelijke diensten,2018,Gewerkte uren,Zelfstandigen,78.0
Mannen,O Openbaar bestuur en overheidsdiensten,2013,Werkzame personen,Werknemers,290.0
Mannen,O Openbaar bestuur en overheidsdiensten,2013,Werkzame personen,Zelfstandigen,0.0
Mannen,O Openbaar bestuur en overheidsdiensten,2013,Banen,Werknemers,309.0
Mannen,O Openbaar bestuur en overheidsdiensten,2013,Banen,Zelfstandigen,0.0
Mannen,O Openbaar bestuur en overheidsdiensten,2013,Arbeidsjaren,Werknemers,293.0
Mannen,O Openbaar bestuur en overheidsdiensten,2013,Arbeidsjaren,Zelfstandigen,0.0
Mannen,O Openbaar bestuur en overheidsdiensten,2013,Gewerkte uren,Werknemers,481.0
Mannen,O Openbaar bestuur en overheidsdiensten,2013,Gewerkte uren,Zelfstandigen,0.0
Mannen,O Openbaar bestuur en overheidsdiensten,2014,Werkzame personen,Werknemers,283.0
Mannen,O Openbaar bestuur en overheidsdiensten,2014,Werkzame personen,Zelfstandigen,0.0
Mannen,O Openbaar bestuur en overheidsdiensten,2014,Banen,Werknemers,306.0
Mannen,O Openbaar bestuur en overheidsdiensten,2014,Banen,Zelfstandigen,0.0
Mannen,O Openbaar bestuur en overheidsdiensten,2014,Arbeidsjaren,Werknemers,289.0
Mannen,,2014,Arbeidsjaren,Zelfstandigen,0.0
Mannen,O Openbaar bestuur en overheidsdiensten,2014,Gewerkte uren,Werknemers,476.0
Mannen,O Openbaar bestuur en overheidsdiensten,2014,Gewerkte uren,Zelfstandigen,0.0
Mannen,O Openbaar bestuur en overheidsdiensten,2015,Werkzame personen,Werknemers,280.0
Mannen,O Openbaar bestuur en overheidsdiensten,2015,Werkzame personen,Zelfstandigen,0.0
Mannen,O Openbaar bestuur en overheidsdiensten,2015,Banen,Werknemers,303.0
Mannen,O Openbaar bestuur en overheidsdiensten,2015,Banen,Zelfstandigen,0.0
Mannen,O Openbaar bestuur en overheidsdiensten,2015,Arbeidsjaren,Werknemers,284.0
Mannen,O Openbaar bestuur en overheidsdiensten,2015,Arbeidsjaren,Zelfstandigen,0.0
Mannen,O Openbaar bestuur en overheidsdiensten,2015,Gewerkte uren,Werknemers,463.0
Mannen,O Openbaar bestuur en overheidsdiensten,2015,Gewerkte uren,Zelfstandigen,0.0
Mannen,O Openbaar bestuur en overheidsdiensten,2016,Werkzame personen,Werknemers,276.0
Mannen,O Openbaar bestuur en overheidsdiensten,2016,Werkzame personen,Zelfstandigen,0.0
Mannen,O Openbaar bestuur en overheidsdiensten,2016,Banen,Werknemers,299.0
Mannen,O Openbaar bestuur en overheidsdiensten,2016,Banen,Zelfstandigen,0.0
Mannen,O Openbaar bestuur en overheidsdiensten,2016,Arbeidsjaren,Werknemers,280.0
Mannen,O Openbaar bestuur en overheidsdiensten,2016,Arbeidsjaren,Zelfstandigen,0.0
Mannen,O Openbaar bestuur en overheidsdiensten,2016,Gewerkte uren,Werknemers,457.0
Mannen,O Openbaar bestuur en overheidsdiensten,2016,Gewerkte uren,Zelfstandigen,0.0
Mannen,O Openbaar bestuur en overheidsdiensten,2017,Werkzame personen,Werknemers,275.0
Mannen,O Openbaar bestuur en overheidsdiensten,2017,Werkzame personen,Zelfstandigen,0.0
Mannen,O Openbaar bestuur en overheidsdiensten,2017,Banen,Werknemers,298.0
Mannen,O Openbaar bestuur en overheidsdiensten,2017,Banen,Zelfstandigen,0.0
Mannen,O Openbaar bestuur en overheidsdiensten,2017,Arbeidsjaren,Werknemers,278.0
Mannen,O Openbaar bestuur en overheidsdiensten,2017,Arbeidsjaren,Zelfstandigen,0.0
Mannen,O Openbaar bestuur en overheidsdiensten,2017,Gewerkte uren,Werknemers,451.0
Mannen,O Openbaar bestuur en overheidsdiensten,2017,Gewerkte uren,Zelfstandigen,0.0
